Change history report
"February 20, 2026 - March 26, 2026"
Date & time,User,Campaign,Ad group,Changes
"Mar 26, 2026, 8:04:22 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Sprinter Servicing,"1 responsive search ad changed
  Headline is ""TriPoint Diagnostics""
  Headline is ""Compliance-first, no guesswork""
  Final URL is ""https://tripointdiagnostics.co.uk/services/sprinter-servicing""
  Path 1 is ""sprinter""
  Path 2 is ""servicing"""
"Mar 26, 2026, 8:04:22 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Vito Servicing,"1 responsive search ad changed
  Headline is ""TriPoint Diagnostics""
  Headline is ""Compliance-first, no guesswork""
  Final URL is ""https://tripointdiagnostics.co.uk/services/vito-servicing""
  Path 1 is ""vito""
  Path 2 is ""servicing"""
"Mar 26, 2026, 8:04:22 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Sprinter Brakes,"1 responsive search ad changed
  Headline is ""TriPoint Diagnostics""
  Headline is ""Sprinter Brakes""
  Headline is ""Compliance-first, no guesswork""
  Final URL is ""https://tripointdiagnostics.co.uk/services/sprinter-brakes""
  Path 1 is ""sprinter""
  Path 2 is ""brakes"""
"Mar 26, 2026, 8:03:35 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,,"Campaign changed
  Automatically created assets changed from turned off to turned on
  Enable AI Max for Search Campaigns is True"
"Mar 26, 2026, 7:58:12 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Limp Mode / Derate,"1 broad match keyword paused
  vito limp mode: Status changed from enabled to paused"
"Mar 25, 2026, 10:26:52 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,AdBlue / DPF / Emissions,"1 broad match keyword added
  adblue fault van"
"Mar 25, 2026, 10:26:52 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Limp Mode / Derate,"4 broad match keywords added
  sprinter reduced power
  limp mode van
  derate diagnosis sprinter
  turbo fault diagnosis van"
"Mar 25, 2026, 10:26:52 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,VOR / Urgent Van Diagnostics,"6 broad match keywords added
  van breakdown diagnosis
  vito wont start
  same day vehicle diagnostics
  commercial vehicle diagnostics urgent
  sprinter wont start
  vor diagnostics near me"
"Mar 25, 2026, 10:26:52 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Pre-Purchase Van Check,"6 broad match keywords added
  dealer van inspection
  pre purchase digital health check
  used van diagnostic check
  used van inspection mobile
  used van check near me
  pre purchase vehicle check"
"Mar 25, 2026, 10:26:52 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Standard Diagnosis,"1 broad match keyword added
  mobile warning light diagnosis"
"Mar 25, 2026, 10:26:37 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,AdBlue / DPF / Emissions,"3 exact match keywords removed
  [nox sensor diagnosis]
  [sprinter adblue fault]
  [sprinter dpf fault]
1 phrase match keyword removed
  ""adblue fault diagnosis"""
"Mar 25, 2026, 10:26:37 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Limp Mode / Derate,"1 phrase match keyword removed
  ""vito limp mode""
1 exact match keyword removed
  [sprinter limp mode]"
"Mar 25, 2026, 10:26:37 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Pre-Purchase Van Check,"1 exact match keyword removed
  [pre purchase van inspection]"
"Mar 25, 2026, 10:26:37 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Standard Diagnosis,"3 phrase match keywords removed
  ""warning light diagnosis""
  ""sprinter diagnostics near me""
  ""mercedes van diagnostics""
7 exact match keywords removed
  [sprinter diagnostics]
  [mobile mercedes diagnostics]
  [warning light diagnosis]
  [mobile van diagnostics]
  [commercial vehicle diagnostics]
  [mercedes van diagnostics]
  [vito diagnostics]"
"Mar 25, 2026, 10:25:13 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,,"Budget changed from ""Search | Diagnostics & VOR | Kent + SE London"" to ""Portfolio Maximize Conversions_8037735488-300-1774410365953- created on 3/25/2026 3:46 AM""
  
Campaign changed
  Campaign added into bid strategy named ""Portfolio Maximize Conversions_8037735488-300-1774410365953-"""
"Mar 25, 2026, 10:25:13 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,,"Budget changed from ""Search | Servicing & Brakes | Kent + SE London"" to ""Portfolio Maximize Conversions_8037735488-300-1774410365953- created on 3/25/2026 3:46 AM""
  
Campaign changed
  Campaign added into bid strategy named ""Portfolio Maximize Conversions_8037735488-300-1774410365953-"""
"Mar 25, 2026, 10:25:13 AM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,,"Budget changed from ""Search | Tuning | Commercial Vans | Kent + SE London"" to ""Portfolio Maximize Conversions_8037735488-300-1774410365953- created on 3/25/2026 3:46 AM""
  
Campaign changed
  Campaign added into bid strategy named ""Portfolio Maximize Conversions_8037735488-300-1774410365953-"""
"Mar 25, 2026, 10:24:49 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Mercedes Van Servicing & Brakes,"2 broad match keywords added
  mercedes van service
  mobile mercedes servicing"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Citan Servicing,"8 phrase match keywords removed
  ""citan servicing near me""
  ""citan service near me""
  ""citan minor service""
  ""w415 citan service""
  ""citan oil service""
  ""mobile mercedes citan service""
  ""citan van service""
  ""citan major service""
5 exact match keywords removed
  [citan servicing]
  [w420 citan servicing]
  [citan service near me]
  [mobile citan service]
  [w415 citan servicing]
3 broad match keywords removed
  mobile citan service
  citan servicing
  citan service near me"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Citan Brakes,"2 broad match keywords removed
  citan brakes
  mobile citan brakes
10 phrase match keywords removed
  ""w415 citan brakes""
  ""citan brake pads and discs""
  ""mobile mercedes citan brakes""
  ""citan rear brake pads""
  ""citan front brake discs""
  ""citan brake replacement""
  ""citan brakes near me""
  ""citan brake repair""
  ""w420 citan brakes""
  ""citan front brake pads""
3 exact match keywords removed
  [citan brakes]
  [mercedes citan brake service]
  [mobile citan brakes]"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Standard Diagnosis,"6 phrase match keywords removed
  ""mobile warning light diagnosis""
  ""van warning light diagnosis""
  ""warning light diagnosis van""
  ""mobile mercedes van diagnostics""
  ""commercial vehicle diagnostics near me""
  ""vito diagnostics near me""
6 broad match keywords removed
  commercial vehicle diagnostics near me
  used van diagnostic check
  van warning light diagnosis
  turbo fault diagnosis van
  vito diagnostics near me
  citan diagnostics
1 exact match keyword removed
  [van warning light diagnosis]"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Vito Brakes,"2 exact match keywords removed
  [mobile vito brakes]
  [mercedes vito brake service]
3 phrase match keywords removed
  ""vito brake repair""
  ""mobile mercedes vito brakes""
  ""vito brakes near me""
1 broad match keyword removed
  mobile vito brakes"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Fleet Van Tuning,"9 phrase match keywords removed
  ""yard day van tuning""
  ""commercial fleet tuning""
  ""fleet van tuning""
  ""commercial fleet remap""
  ""fleet van tuning near me""
  ""fleet van remapping""
  ""depot van tuning""
  ""3 van tuning package""
  ""fleet van remap""
6 exact match keywords removed
  [commercial fleet tuning]
  [fleet economy tune vans]
  [fleet van remap]
  [depot van tuning]
  [multi van tuning]
  [fleet van tuning]
6 broad match keywords removed
  commercial vehicle remap
  commercial fleet tuning
  fleet economy tune vans
  fleet van remap
  fleet van tuning
  depot van tuning"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Sprinter Brakes,"1 exact match keyword removed
  [mobile sprinter brakes]
1 broad match keyword removed
  mobile sprinter brakes
3 phrase match keywords removed
  ""sprinter brakes near me""
  ""w907 sprinter brakes""
  ""mobile mercedes sprinter brakes"""
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Mercedes Van Servicing & Brakes,"2 exact match keywords removed
  [mobile mercedes van brakes]
  [mercedes van brake service]
1 broad match keyword removed
  mobile mercedes van brakes
3 phrase match keywords removed
  ""mercedes sprinter vito service""
  ""mobile mercedes van brakes""
  ""mercedes commercial van brakes"""
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Sprinter Servicing,"3 phrase match keywords removed
  ""w907 sprinter servicing""
  ""w906 sprinter servicing""
  ""sprinter minor service"""
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Vito Servicing,"3 phrase match keywords removed
  ""vito major service""
  ""vito servicing near me""
  ""vito minor service""
2 exact match keywords removed
  [w639 vito servicing]
  [w447 vito servicing]"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Load & Driveability Tune,"10 phrase match keywords removed
  ""van load tune""
  ""better pulling van tune""
  ""driveability remap van""
  ""commercial vehicle remap van""
  ""driveability tune van""
  ""van torque tune""
  ""commercial van tuning""
  ""van remap for towing""
  ""loaded van tune""
  ""van tuning for towing""
5 exact match keywords removed
  [commercial van remap]
  [van driveability tune]
  [van load tune]
  [commercial van tuning]
  [vito van remap]
11 broad match keywords removed
  crafter van tuning
  load tune van
  van load tune
  crafter van remap
  vito van remap
  van driveability tune
  commercial van torque tune
  trafic van remap
  ducato van remap
  van torque tune
  commercial van remap"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Economy Tune,"8 exact match keywords removed
  [commercial van remap]
  [commercial van economy tune]
  [vito economy tune]
  [van economy tune]
  [commercial van tuning]
  [van economy remap]
  [sprinter economy tune]
  [fuel economy tune van]
9 phrase match keywords removed
  ""commercial van remap""
  ""economy tune for vans""
  ""economy remap van""
  ""van economy tuning""
  ""commercial van economy remap""
  ""commercial van economy tune""
  ""van economy tune""
  ""mobile van economy tune""
  ""van economy remap""
7 broad match keywords removed
  van economy remap
  stage 1 van tuning
  vito van remap
  van economy tune
  economy tune van
  commercial van tuning
  commercial van remap"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Pre-Purchase Van Check,"4 broad match keywords removed
  used van inspection near me
  van health check before buying
  pre purchase mercedes sprinter check
  pre purchase van check near me
7 phrase match keywords removed
  ""pre purchase digital health check""
  ""dealer van inspection""
  ""pre purchase van check near me""
  ""used van check near me""
  ""used van inspection mobile""
  ""van health check before buying""
  ""used van inspection near me""
3 exact match keywords removed
  [pre purchase mercedes sprinter check]
  [used van diagnostic check]
  [van health check before buying]"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,VOR / Urgent Van Diagnostics,"4 exact match keywords removed
  [van off road diagnostics]
  [urgent van diagnostics]
  [same day van diagnostics]
  [vor van diagnostics]
6 phrase match keywords removed
  ""mobile urgent van diagnostics""
  ""commercial vehicle diagnostics urgent""
  ""van breakdown diagnosis""
  ""van wont start diagnostics""
  ""same day vehicle diagnostics""
  ""vor diagnostics near me""
6 broad match keywords removed
  mobile urgent van diagnostics
  vor van diagnostics
  van wont start diagnostics
  van off road diagnostics
  urgent van diagnostics
  same day van diagnostics"
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,AdBlue / DPF / Emissions,"1 exact match keyword removed
  [adblue diagnosis mercedes van]
5 broad match keywords removed
  dpf fault diagnosis van
  mercedes van emissions fault
  dpf warning mercedes van
  adblue diagnosis mercedes van
  van emissions fault
4 phrase match keywords removed
  ""van emissions fault""
  ""mercedes van emissions fault""
  ""dpf warning mercedes van""
  ""dpf fault diagnosis van"""
"Mar 25, 2026, 10:10:17 AM",diagnosticstripoint@gmail.com,Search | Diagnostics & VOR | Kent + SE London,Limp Mode / Derate,"6 broad match keywords removed
  van limp mode diagnosis
  reduced power mercedes van
  van breakdown diagnosis
  van no power diagnosis
  van reduced power
  commercial van limp mode
3 exact match keywords removed
  [reduced power mercedes van]
  [van limp mode diagnosis]
  [derate diagnosis sprinter]
4 phrase match keywords removed
  ""commercial van limp mode""
  ""turbo fault diagnosis van""
  ""van reduced power""
  ""van no power diagnosis"""
"Mar 25, 2026, 9:34:55 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Mercedes Van Servicing & Brakes,"3 exact match keywords removed
  [mercedes van servicing]
  [mercedes commercial vehicle service]
  [mercedes van brakes]
1 phrase match keyword removed
  ""mercedes van service"""
"Mar 25, 2026, 9:34:55 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Sprinter Servicing,"5 exact match keywords removed
  [sprinter service a]
  [sprinter servicing]
  [sprinter service b]
  [mercedes sprinter service]
  [sprinter service near me]
1 phrase match keyword removed
  ""sprinter servicing near me"""
"Mar 25, 2026, 9:34:55 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Vito Servicing,"3 exact match keywords removed
  [mercedes vito service]
  [vito servicing]
  [vito service near me]"
"Mar 25, 2026, 9:34:55 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Citan Servicing,"1 exact match keyword removed
  [mercedes citan service]"
"Mar 25, 2026, 9:34:55 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Sprinter Brakes,"3 exact match keywords removed
  [sprinter brake discs]
  [sprinter brake pads]
  [sprinter brakes]"
"Mar 25, 2026, 9:34:55 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Vito Brakes,"3 exact match keywords removed
  [vito brake pads]
  [vito brakes]
  [vito brake discs]"
"Mar 24, 2026, 1:02:49 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,,"1 negative broad match keyword removed
  -adblue
3 negative phrase match keywords removed
  -""egr delete""
  -""adblue delete""
  -""dpf delete"""
"Mar 24, 2026, 1:02:49 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Economy Tune,"3 negative phrase match keywords removed
  -""egr delete""
  -""adblue delete""
  -""dpf delete"""
"Mar 24, 2026, 1:02:49 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Load & Driveability Tune,"3 negative phrase match keywords removed
  -""egr delete""
  -""adblue delete""
  -""dpf delete"""
"Mar 24, 2026, 1:02:49 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Fleet Van Tuning,"3 negative phrase match keywords removed
  -""egr delete""
  -""adblue delete""
  -""dpf delete"""
"Mar 24, 2026, 1:01:12 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Economy Tune,"18 negative broad match keywords added
  -software
  -cupra
  -cars
  -golf
  -motorcycle
  -bike
  -free
  -tractor
  -bmw
  -fiesta
  -download
  -polo
  -audi
  -motorbike
  -corsa
  -winols
  -focus
  -car
17 negative phrase match keywords added
  -""crackle map""
  -""pops and bangs""
  -""launch control""
  -""piano tuning""
  -""stage 3""
  -""stage 2""
  -""tv tuning""
  -""vw golf""
  -""egr delete""
  -""adblue delete""
  -""radio tuning""
  -""map file""
  -""tuning file""
  -""guitar tuning""
  -""tractor tuning""
  -""dpf delete""
  -""hard cut limiter"""
"Mar 24, 2026, 1:01:12 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Load & Driveability Tune,"18 negative broad match keywords added
  -software
  -cupra
  -cars
  -golf
  -motorcycle
  -bike
  -free
  -tractor
  -bmw
  -fiesta
  -download
  -polo
  -audi
  -motorbike
  -corsa
  -winols
  -focus
  -car
17 negative phrase match keywords added
  -""crackle map""
  -""pops and bangs""
  -""launch control""
  -""piano tuning""
  -""stage 3""
  -""stage 2""
  -""tv tuning""
  -""vw golf""
  -""egr delete""
  -""adblue delete""
  -""radio tuning""
  -""map file""
  -""tuning file""
  -""guitar tuning""
  -""tractor tuning""
  -""dpf delete""
  -""hard cut limiter"""
"Mar 24, 2026, 1:01:12 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Fleet Van Tuning,"17 negative phrase match keywords added
  -""crackle map""
  -""pops and bangs""
  -""launch control""
  -""piano tuning""
  -""stage 3""
  -""stage 2""
  -""tv tuning""
  -""vw golf""
  -""egr delete""
  -""adblue delete""
  -""radio tuning""
  -""map file""
  -""tuning file""
  -""guitar tuning""
  -""tractor tuning""
  -""dpf delete""
  -""hard cut limiter""
18 negative broad match keywords added
  -software
  -cupra
  -cars
  -golf
  -motorcycle
  -bike
  -free
  -tractor
  -bmw
  -fiesta
  -download
  -polo
  -audi
  -motorbike
  -corsa
  -winols
  -focus
  -car"
"Mar 24, 2026, 1:00:30 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Economy Tune,"11 broad match keywords added
  engine remap
  stage 1 van remap
  diesel remap
  ecu remap
  stage 1 van tuning
  mobile remap
  van remap near me
  remap near me
  stage 1 tuning
  stage 1 remap
  van tuning near me"
"Mar 24, 2026, 1:00:30 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Load & Driveability Tune,"11 broad match keywords added
  crafter van tuning
  sprinter van remap
  transit van tuning
  crafter van remap
  vito van remap
  sprinter van tuning
  trafic van remap
  trafic van tuning
  ducato van remap
  vito van tuning
  transit van remap"
"Mar 24, 2026, 1:00:30 PM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Fleet Van Tuning,"2 broad match keywords added
  commercial vehicle remap
  diesel van remap"
"Mar 24, 2026, 11:28:57 AM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,,"1 budget amount increased
  Search | Tuning | Commercial Vans | Kent + SE London: Budget amount changed from £15.00 to £25.00"
"Mar 24, 2026, 11:24:27 AM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Fleet Van Tuning,"Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342806232655
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342715294982
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342852839556
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342716895392
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342852805569
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342715327718
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342716895371
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342716131217
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342852190170
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342805313296
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342804602485"
"Mar 24, 2026, 11:22:28 AM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Load & Driveability Tune,"Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342852805569
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342716131217
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342716895371
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342852839556
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342805000714
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342716036624
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342805313296
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342716895392"
"Mar 24, 2026, 11:16:32 AM",diagnosticstripoint@gmail.com,Search | Tuning | Commercial Vans | Kent + SE London,Van Economy Tune,"Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342802676902
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342852190170
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342804602485
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342715294982
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342715327718
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713294207"
"Mar 24, 2026, 11:11:20 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Vito Servicing,"Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713315072
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342802676902
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342711647336
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713294207
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713315075
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342848566455
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342850519641
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713246867
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713063231
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342849930804"
"Mar 24, 2026, 11:10:43 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Sprinter Servicing,"Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713294207
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342802676902
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342712880315
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713315072
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713246867
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342801925186
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342850519641
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713315075
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342801946972"
"Mar 24, 2026, 11:10:03 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Mercedes Van Servicing & Brakes,"Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342712880315
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342848566455
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713294207
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342850519641
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342801925186
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342849930804
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342802676902
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713063231
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342801946972
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342711647336
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713246867
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713315072
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713315075"
"Mar 24, 2026, 11:08:29 AM",diagnosticstripoint@gmail.com,Search | Servicing & Brakes | Kent + SE London,Citan Servicing,"Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342801596134
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342850519641
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342802676902
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713315072
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713246867
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713315075
Ad group asset created
  Status is Enabled
  Extension type is Image
  Item id is 342713294207"
